traffic rider,3879969,-1,3873650,3869974,-1,-1,-1,3853440,3849170,3845824,3840692,3836355,-1,-1,3822725,3817883,3813143,3809390,3803839,-1,-1,3789405,3784264,3778912,3773852,3768800,-1,-1,3753705,-1,3744273,3739012,-1,3731217,3723562,3718946,3711747,3706803,-1,3698482,-1,-1,3679547,3674632,3669300,3664063,3658556,-1,3650378
tiny miner,439574,-1,429686,423830,-1,-1,-1,396428,390187,386415,376593,370903,-1,-1,-1,356848,355006,352766,350277,-1,-1,343283,341327,338556,335085,332729,-1,-1,322330,-1,316700,313577,-1,308569,303370,300596,295636,291703,-1,285846,-1,-1,272222,269180,266057,262183,257535,-1,250577
tiny miner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
air canada,717,-1,712,712,-1,-1,-1,694,689,686,683,676,-1,-1,661,660,657,654,650,-1,-1,643,642,641,640,638,-1,-1,632,-1,629,626,-1,620,614,611,607,604,-1,602,-1,-1,595,594,595,593,591,-1,589
starbucks,303121,-1,302055,301966,-1,-1,-1,300990,300846,300734,300561,300146,-1,-1,299419,298577,298427,298293,298090,-1,-1,297100,296989,296838,296535,296278,-1,-1,295664,-1,294668,294545,-1,294373,294146,294061,293886,293778,-1,293539,-1,-1,293156,293047,292945,292849,292755,-1,292578
duolingo,3092368,-1,3084444,3080206,-1,-1,-1,3061357,3055740,3051536,3045461,3040123,-1,-1,3025961,3021293,3016669,3013153,3008312,-1,-1,2996201,2991827,2987301,2982955,2978807,-1,-1,2967622,-1,2959982,2955760,-1,2950444,2944929,2941716,2936422,2932669,-1,2926737,-1,-1,2914661,2911132,2908126,2904628,2901142,-1,2896111
duolingo,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ticketmaster event tickets,25622,-1,25582,25556,-1,-1,-1,25483,25463,25445,25415,25402,-1,-1,25345,25324,25301,25283,25262,-1,-1,25199,25159,25134,25117,25101,-1,-1,25038,-1,24994,-1,-1,24963,24936,24915,24881,24867,-1,24832,-1,-1,24762,24735,24712,24680,24659,-1,24629
mandala coloring pages,143294,-1,142457,142119,-1,-1,-1,139866,139243,138828,138102,137455,-1,-1,136008,135551,135131,134788,134346,-1,-1,133089,132658,132139,131610,131133,-1,-1,129848,-1,129130,128764,-1,128109,127485,127006,126491,126077,-1,125309,-1,-1,123876,123532,123171,122789,122416,-1,121898
parallel spacemulti accounts,852170,-1,847047,845134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,807591,804453,-1,-1,795828,793844,790531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,695837,-1,-1,-1,-1,-1
tetris,179206,-1,179135,179106,-1,-1,-1,178923,178881,178853,178823,178768,-1,-1,178622,178565,178532,178490,178434,-1,-1,178286,178251,178210,178163,178118,-1,-1,177945,-1,177867,177802,-1,177704,177609,177552,177481,177429,-1,177344,-1,-1,177176,177141,177098,177057,177017,-1,176975
tetris,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
booking.com hotel reservations,656273,-1,653838,652408,-1,-1,-1,647194,646000,-1,643761,642764,-1,-1,638901,637726,636773,635815,634257,-1,-1,630364,629036,627582,626061,624781,-1,-1,621383,-1,619087,617987,-1,616367,614818,613586,612009,610735,-1,608576,-1,-1,605223,604246,603363,602436,601389,-1,599951
shopkins,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79732,79556,79408,79211,-1,-1,78574,78431,78239,78000,77852,-1,-1,77047,-1,76636,76386,-1,76052,75644,75287,74921,74628,-1,74109,-1,-1,72995,72699,72409,72203,71988,-1,71672
speedtest.net,796093,-1,794973,793377,-1,-1,-1,791520,791096,790774,790227,789797,-1,-1,788387,787908,787389,787017,786556,-1,-1,785276,784843,784231,783690,783194,-1,-1,781549,-1,780558,780184,-1,779390,778632,778072,777466,777083,-1,776319,-1,-1,775078,774771,774442,774133,773842,-1,773466
bmo mobile banking,6519,-1,6515,6514,-1,-1,-1,6504,6502,6498,6491,6487,-1,-1,6483,6481,6477,6475,6472,-1,-1,6461,6455,6455,6455,6453,-1,-1,6443,-1,6421,6418,-1,6415,6412,6411,6408,6406,-1,6400,-1,-1,6394,6392,6389,6387,6385,-1,6382
temple run,3089420,-1,3087207,3086115,-1,-1,-1,3079443,3077899,3077074,3074885,3073556,-1,-1,3068571,3067041,3065516,3064347,3062720,-1,-1,3058345,3057062,3055669,3054254,3052816,-1,-1,3048402,-1,3046197,3045142,-1,3043025,3041062,3039598,3037962,3036682,-1,3034443,-1,-1,3029908,3028833,3027705,3026732,3025632,-1,3023961
music player,440488,-1,437611,435994,-1,-1,-1,428740,426970,425869,423525,422135,-1,-1,416910,415505,413762,412363,410244,-1,-1,405017,403304,401487,399696,397936,-1,-1,392852,-1,389556,388244,-1,385718,383310,381584,379630,378158,-1,375426,-1,-1,370756,369308,367866,366344,364868,-1,362758
doubledown casino,240589,-1,-1,-1,-1,-1,-1,239926,239842,239773,239645,239549,-1,-1,239201,239093,238993,238910,238790,-1,-1,238453,238354,238214,238092,237993,-1,-1,237632,-1,237483,-1,-1,237199,236999,236849,236697,236564,-1,236327,-1,-1,235909,235789,235640,235511,235358,-1,235163
plants vs. zombies free,2485850,-1,2482821,2481155,-1,-1,-1,2472591,2470509,2469281,2466401,2464724,-1,-1,2457324,2454582,2452070,2449647,2446693,-1,-1,2438942,2436923,2434111,2430830,2428770,-1,-1,2419095,-1,2414204,2411607,-1,2407419,2402692,2399975,2396310,2393974,-1,2390000,-1,-1,2381268,2379647,2377223,2374924,2372532,-1,2368328
nba live mobile,277672,-1,272605,269295,-1,-1,-1,254466,249501,246798,240433,236122,-1,-1,220103,212945,205515,198974,189471,-1,-1,162776,149410,132659,116022,98426,-1,-1,42284,-1,18444,8175,-1,8075,7973,7923,7830,7791,-1,7704,-1,-1,7334,7168,7157,7133,7102,-1,7065
checkout 51,34358,-1,34234,34188,-1,-1,-1,33892,33818,33772,33721,33676,-1,-1,33479,33425,33375,33331,33268,-1,-1,33105,33068,33008,32949,32878,-1,-1,32562,-1,32421,-1,-1,32197,32071,31991,31904,31855,-1,31767,-1,-1,31546,31500,31450,31384,31322,-1,31227
photo editor pro,1618305,-1,1617341,1617052,-1,-1,-1,1614315,1613405,1611030,1610196,1609521,-1,-1,1607220,1606483,1605757,1605258,1604404,-1,-1,1602112,1601508,1600711,1599930,1599083,-1,-1,1596626,-1,1595102,1594211,-1,1592924,1591688,1590983,1589911,1589237,-1,1587993,-1,-1,1585554,1584992,1584351,1583843,1583122,-1,1582230
shaw freerange tv,1669,-1,1656,1652,-1,-1,-1,1637,1633,1629,1625,1621,-1,-1,1613,1605,1601,1598,1593,-1,-1,1583,1581,1572,1567,1564,-1,-1,1546,-1,1535,1532,-1,1527,1520,1519,1515,1513,-1,1511,-1,-1,1504,1500,1498,1497,1497,-1,1492
shark evolution,-1,-1,-1,-1,-1,-1,-1,-1,59139,58924,58593,58287,-1,-1,56532,55183,52624,50718,47848,-1,-1,39556,37401,36614,35973,35405,-1,-1,32984,-1,31262,-1,-1,29799,28576,27985,27089,26547,-1,25659,-1,-1,23625,23154,22630,22130,21570,-1,20662
es file explorer file manager,2776486,-1,2764925,2758421,-1,-1,-1,2728155,2721324,2715949,2707376,2701443,-1,-1,2675009,2665823,2656054,2647722,2640174,-1,-1,2618493,2613064,2607972,2603341,2599163,-1,-1,2586025,-1,2579331,2576514,-1,2571403,2566367,2562678,2558718,2555694,-1,2549952,-1,-1,2536788,2533806,2530524,2527223,2523893,-1,2518853
primer by google,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7260,-1,7207,-1,-1,7124,7112,7083,7063,7039,-1,7014
bubble shooter,45823,-1,45316,45140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23675,23309,22801,22263,21661,-1,-1,19818,-1,18938,-1,-1,-1,-1,16898,16420,16113,-1,15379,-1,-1,14086,13775,13333,12956,12545,-1,11898
vivavideo,3849400,-1,3835668,3830324,-1,-1,-1,3797349,3789638,3783387,3773641,3767553,-1,-1,3741462,3733834,3725595,3719497,3710350,-1,-1,3688533,3680916,3672751,3664606,3655603,-1,-1,3632224,-1,3618087,3610742,-1,3599589,3589379,3581798,3573123,3566224,-1,3554355,-1,-1,3528723,3521966,3514744,3508931,3499904,-1,3486870
air miles reward program,8461,-1,8450,8444,-1,-1,-1,8424,8416,8406,8392,8385,-1,-1,8360,8357,8349,8345,8337,-1,-1,8312,8303,8291,8287,8280,-1,-1,8265,-1,8253,8246,-1,8238,8234,8230,8219,8214,-1,8206,-1,-1,8185,8177,8174,8168,8163,-1,8156
adventure capitalist,856396,-1,854228,852702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,831411,-1,-1,828397,-1,826828,-1,-1,824866,823439,822477,821258,-1,-1,818840,-1,-1,-1,815261,814428,813587,812669,-1,811253
adventure capitalist,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ubereats,6227,-1,6072,5995,-1,-1,-1,5686,5591,5524,5413,5317,-1,-1,5000,4878,4772,4700,4587,-1,-1,4255,4129,4015,3915,3805,-1,-1,3540,-1,3381,3307,-1,3216,3117,3060,2963,2897,-1,2781,-1,-1,2554,2478,2420,2342,2294,-1,2218
twitch,1059026,-1,1056115,1054555,-1,-1,-1,1048694,1046994,1045773,1044077,1042697,-1,-1,1038204,1036714,1035188,1034098,1032421,-1,-1,1027729,1026252,1024583,1022925,1021303,-1,-1,1015836,-1,1012295,1010766,-1,1008498,1006315,1004683,1002982,1001643,-1,998987,-1,-1,994503,993294,991962,990578,989235,-1,987364
twitch,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny scanner,86214,-1,85460,85051,-1,-1,-1,83650,83088,82839,82311,81878,-1,-1,80961,80493,80045,79696,79131,-1,-1,78278,77841,77407,76967,76487,-1,-1,75607,-1,74823,-1,-1,73849,73469,73145,72635,72228,-1,71450,-1,-1,70430,70055,69654,69202,68817,-1,68398
asphalt 8,6084730,-1,6075223,6072193,-1,-1,-1,6053117,6048752,6046360,6040380,6037069,-1,-1,6022027,6018301,6013711,6010161,6005262,-1,-1,5991331,5987381,5982926,5978629,5974466,-1,-1,5960555,-1,5953456,5948950,-1,5943152,5935993,5931833,5925908,5921918,-1,5915148,-1,-1,5900498,5896260,5891836,5887893,5883604,-1,5876999
line,7902860,-1,7894176,7889083,-1,-1,-1,7864673,7859528,7854733,7847614,7842596,-1,-1,7828748,7824100,7819351,7816289,7811002,-1,-1,7796822,7792211,7786831,7781472,7775871,-1,-1,7757948,-1,7747021,7740605,-1,7732965,7725138,7718902,7710371,7704611,-1,7693380,-1,-1,7675155,7668859,7662080,7656747,7651300,-1,7642733
giphy. all the gifs,97565,-1,97343,97256,-1,-1,-1,96653,96507,96370,96190,96042,-1,-1,95511,95319,95137,94981,94777,-1,-1,94291,94157,93948,93783,93599,-1,-1,92993,-1,92537,92354,-1,92051,91728,91552,91274,91112,-1,90831,-1,-1,90262,90151,89948,89826,89657,-1,89427
qr & barcode scanner,174900,-1,174139,173831,-1,-1,-1,172047,171599,171198,170603,170255,-1,-1,168878,168527,168167,167861,167473,-1,-1,166371,166091,165617,165208,164896,-1,-1,163878,-1,163147,-1,-1,162188,161665,161360,160824,160454,-1,159861,-1,-1,158684,158352,158107,157753,157416,-1,156821
bumble app,10866,-1,10816,10775,-1,-1,-1,10608,10545,10505,10453,10416,-1,-1,10288,10245,10197,10160,10121,-1,-1,9991,9946,9900,9839,9786,-1,-1,9647,-1,9519,9439,-1,9373,9316,9274,9200,9147,-1,9053,-1,-1,8857,8805,8769,8679,8616,-1,8525
bumble app,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
network master,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21155,20690,20237,19800,-1,-1,18430,-1,17806,-1,-1,16913,-1,-1,-1,-1,-1,-1,-1,-1,-1,14077,13851,13596,13337,-1,12873
maps.me offline map & routing,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,517542,517079,516634,516184,515701,-1,514846
clash of lords 2,1513104,-1,1511808,1511295,-1,-1,-1,1508944,1508274,1507898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
textplus free text + calls,341765,-1,341557,341458,-1,-1,-1,341092,340993,340923,340782,340651,-1,-1,340189,340092,340000,339890,339816,-1,-1,339524,339432,339350,339256,339141,-1,-1,338743,-1,338372,338199,-1,338100,337997,337942,337837,337752,-1,337631,-1,-1,337338,337282,337204,337120,337033,-1,336914
youcam makeup- makeover studio,1894499,-1,1889542,1887841,-1,-1,-1,1876351,1873680,1871715,1868475,1866222,-1,-1,1856036,1852828,1849676,1847411,1844401,-1,-1,1835264,1832297,1828928,1825087,1821861,-1,-1,1811006,-1,1805062,-1,-1,1798333,1793788,1790230,1786579,1783433,-1,1778396,-1,-1,1767530,1764894,1762627,1760157,1756764,-1,1752297
youcam makeup- makeover studio,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
criminal case,2792981,-1,2785834,2784164,-1,-1,-1,2773749,2770865,2768471,2764923,2762798,-1,-1,2754001,2751054,2748199,2746020,2742802,-1,-1,2734919,2731937,2728855,2725706,2722742,-1,-1,2713544,-1,2707998,2705458,-1,2700637,2695677,2691836,2686138,2682536,-1,2677508,-1,-1,2668318,2665938,2663509,2660911,2658145,-1,2654148
jelly splash pop,1155,-1,1128,1121,-1,-1,-1,1040,1016,1009,991,978,-1,-1,948,939,933,925,915,-1,-1,897,886,870,860,851,-1,-1,811,-1,786,777,-1,753,737,727,713,706,-1,695,-1,-1,656,645,639,630,625,-1,612
reebee,8762,-1,8722,8710,-1,-1,-1,8661,8640,8628,8608,8598,-1,-1,8548,8524,8513,8500,8490,-1,-1,8445,8427,8400,8389,8379,-1,-1,8328,-1,8291,8282,-1,8272,8248,8227,8200,8184,-1,8161,-1,-1,8119,8096,8081,8070,8057,-1,8042
paypal,419464,-1,418573,418096,-1,-1,-1,415960,415421,415018,414480,413910,-1,-1,412386,411865,411354,410964,410416,-1,-1,409096,408632,408098,407618,407087,-1,-1,405408,-1,404348,403734,-1,402987,402249,401600,400729,400150,-1,399322,-1,-1,397659,397214,396785,396323,395763,-1,395234
photo lab picture editor fx,685667,-1,684006,683248,-1,-1,-1,678328,676548,675393,673741,672750,-1,-1,668818,667294,665626,664474,662797,-1,-1,657948,656568,655106,653671,652372,-1,-1,648263,-1,645170,643490,-1,641239,638954,637628,635542,634201,-1,631677,-1,-1,627054,625950,624750,623498,622231,-1,620244
episode + mean girls,590295,-1,588644,587635,-1,-1,-1,582228,580915,580016,579495,579087,-1,-1,577212,576225,575071,574085,572750,-1,-1,568015,566180,564445,563313,561909,-1,-1,557630,-1,554778,553030,-1,550497,547844,545648,545038,544185,-1,541891,-1,-1,536021,534107,533553,532537,531171,-1,529361
quiz,126633,-1,125426,124996,-1,-1,-1,122286,121597,121036,120223,119597,-1,-1,117731,117271,116786,116442,115879,-1,-1,114378,113940,113384,112766,112322,-1,-1,110641,-1,109551,109040,-1,108425,107629,107048,106363,105921,-1,105194,-1,-1,103612,103269,102881,102520,102149,-1,101590
panda pop,619441,-1,618353,617944,-1,-1,-1,615638,615068,614547,613654,612719,-1,-1,610743,610044,609178,608531,607628,-1,-1,605478,604744,603933,603187,602486,-1,-1,600332,-1,599207,598744,-1,597946,597197,596621,596010,595540,-1,594678,-1,-1,593118,592609,592093,591510,590961,-1,590188
free music for soundcloud,137334,-1,136505,136060,-1,-1,-1,134123,133671,133289,132844,132533,-1,-1,131547,131130,130739,130417,130023,-1,-1,129055,128722,128349,128026,127745,-1,-1,126780,-1,126171,125850,-1,125451,125016,124640,124178,123917,-1,123419,-1,-1,122555,122296,122019,121739,121462,-1,121104
kindle,581557,-1,580574,580205,-1,-1,-1,578539,578056,577806,577319,576915,-1,-1,575524,574977,574406,573850,572982,-1,-1,571702,571238,570736,570223,569791,-1,-1,568239,-1,567171,566494,-1,565847,565187,564869,564252,563805,-1,563146,-1,-1,561979,561689,561346,561006,560670,-1,560138
google fit,193641,-1,193376,193196,-1,-1,-1,192371,192103,191995,191809,191653,-1,-1,191163,190958,190669,190401,190037,-1,-1,189569,189428,189182,188928,188700,-1,-1,188069,-1,187578,187309,-1,186916,186428,186026,185266,184889,-1,184295,-1,-1,183839,183758,183649,183567,183451,-1,183337
jetpack joyride,3736500,-1,3734105,3732717,-1,-1,-1,3725861,3724304,3723379,3721083,3719682,-1,-1,3713292,3711089,3709427,3707584,3704704,-1,-1,3698682,3696950,3695093,3693249,3691492,-1,-1,3685105,-1,3680116,3676783,-1,3672261,3667182,3662918,3657522,3654281,-1,3649098,-1,-1,3637212,3633874,3631217,3628768,3626194,-1,3622242
jetpack joyride,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
the sims freeplay,774484,-1,773912,773539,-1,-1,-1,771925,771491,771199,770546,770153,-1,-1,769000,768638,768236,767987,767505,-1,-1,766514,766123,765737,765207,764771,-1,-1,763385,-1,762550,762023,-1,761444,760694,760215,759603,759271,-1,758547,-1,-1,757354,756976,756630,756223,755839,-1,755324
ice age,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16101,15147,14611,13290,11885,-1,9405,-1,-1,-1,-1,-1,-1,-1,-1,706
stingray music,5526,-1,5504,5489,-1,-1,-1,5449,5440,5431,5419,5404,-1,-1,5384,5369,5359,5354,5349,-1,-1,5326,5318,5310,5296,5292,-1,-1,5245,-1,5207,5192,-1,5176,5146,5132,5102,5088,-1,5062,-1,-1,5007,4993,4980,4971,4962,-1,4951
colour effect photo editor,263924,-1,263104,262648,-1,-1,-1,260439,259851,259425,258697,258090,-1,-1,256453,255962,255523,255134,254526,-1,-1,253024,252539,251951,251406,250865,-1,-1,248967,-1,247767,-1,-1,246541,245627,244990,244307,243803,-1,242688,-1,-1,240629,240196,239705,239187,238709,-1,237893
cookie jam,735434,-1,734398,733702,-1,-1,-1,730798,729978,729753,728918,727954,-1,-1,726912,726544,726171,725887,725562,-1,-1,724641,724358,724021,723643,723341,-1,-1,722311,-1,721848,721524,-1,721147,720691,720374,720035,719774,-1,719183,-1,-1,718122,717833,717400,717077,716746,-1,716290
free music mp3 player mixerbox,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165322,-1,164608
angry birds pop bubble shooter,350006,-1,348673,-1,-1,-1,-1,-1,-1,-1,342922,342328,-1,-1,339991,339168,338606,338012,337182,-1,-1,334959,334252,333344,332459,331584,-1,-1,328675,-1,327016,-1,-1,325124,323892,323016,321911,321337,-1,319769,-1,-1,317143,316322,315562,314798,314008,-1,312811
google pdf viewer,128734,-1,128436,128334,-1,-1,-1,127472,127225,127042,126746,126573,-1,-1,125960,125728,125474,125306,125062,-1,-1,124529,124306,124064,123821,123583,-1,-1,122904,-1,122486,-1,-1,121885,121519,121296,120949,120788,-1,120414,-1,-1,119834,119685,119528,119402,119239,-1,119043
music,70116,-1,69573,69269,-1,-1,-1,67917,67583,67400,66921,66611,-1,-1,65573,65240,65006,64763,64428,-1,-1,63451,63218,62877,62566,62266,-1,-1,61285,-1,60680,60396,-1,60020,59594,59254,58834,58544,-1,58074,-1,-1,57139,56836,56567,56293,56027,-1,55630
wechat,4586030,-1,4583455,4582189,-1,-1,-1,4576009,4574501,4573209,4571418,4569761,-1,-1,4564365,4562450,4560516,4559040,4556949,-1,-1,4551275,4549772,4547062,4544747,4542527,-1,-1,4536378,-1,4533185,4531431,-1,4528383,4525935,4524209,4521882,4520367,-1,4517539,-1,-1,4511641,4510030,4508700,4506970,4505330,-1,4502629
disney magic kingdoms,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152301,151882,151399,151064,150581,-1,-1,149020,148204,146842,145499,144115,-1,-1,139463,-1,137828,-1,-1,136496,135651,134953,133931,132669,-1,131010,-1,-1,129315,128922,128458,127929,127216,-1,126165
canadian tire,6166,-1,6162,6161,-1,-1,-1,6153,6151,6149,6146,6144,-1,-1,6140,6140,6140,6139,6140,-1,-1,6133,6131,6127,6125,6126,-1,-1,6120,-1,6116,6114,-1,6112,6109,6108,6104,6103,-1,6100,-1,-1,6097,6097,6095,6094,6091,-1,6091
walmart photo,1035,-1,1032,1032,-1,-1,-1,1031,1029,1029,1029,1028,-1,-1,1026,1025,1025,1025,1024,-1,-1,1023,1023,1022,1022,1022,-1,-1,1017,-1,1016,1016,-1,1015,1014,1015,1013,1013,-1,1012,-1,-1,1012,1012,1013,1013,1013,-1,1013
the weather channel,1423890,-1,1423640,1423502,-1,-1,-1,1422800,1422609,1422486,1422257,1422024,-1,-1,1421240,1421035,1420825,1420626,1420340,-1,-1,1419558,1419224,1418606,1418153,1417675,-1,-1,1416314,-1,1415295,1414770,-1,1413974,1413193,1412760,1412014,1411549,-1,1410407,-1,-1,1408500,1408005,1407434,1406854,1406181,-1,1405290
lep's world 2,385062,-1,382895,382216,-1,-1,-1,377247,375974,375021,373546,372595,-1,-1,369807,369003,368363,367691,366704,-1,-1,364477,363640,362705,361863,360979,-1,-1,358538,-1,357317,356467,-1,355323,354233,353348,352085,351304,-1,349945,-1,-1,346951,346192,345334,344595,343813,-1,342535
lep's world 2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
timeplay,6346,-1,6339,6333,-1,-1,-1,6321,6317,6315,6310,6309,-1,-1,6295,6290,6286,6284,6281,-1,-1,6271,6270,6264,6263,6261,-1,-1,6249,-1,6246,6242,-1,6240,6231,6226,6217,6215,-1,6202,-1,-1,6185,6185,6183,6174,6166,-1,6161
bubble games,47244,-1,-1,-1,-1,-1,-1,45589,45418,45286,45033,44840,-1,-1,44115,43847,43551,43289,42984,-1,-1,42027,41792,41412,41031,40600,-1,-1,39394,-1,38691,38298,-1,37595,37003,36618,35844,35415,-1,34450,-1,-1,32931,32608,32306,31902,31479,-1,30899
accuweather,1613021,-1,1612121,1611714,-1,-1,-1,1609096,1608406,1607942,1607230,1606626,-1,-1,1604344,1603489,1602841,1602238,1601508,-1,-1,1599255,1598402,1597372,1596385,1595688,-1,-1,1593774,-1,1592534,1591912,-1,1590958,1589930,1589370,1588462,1587872,-1,1586640,-1,-1,1584254,1583741,1583012,1582387,1581690,-1,1580666
mybell mobile,5385,-1,5380,5378,-1,-1,-1,5369,5365,5364,5361,5356,-1,-1,5341,5340,5336,5333,5325,-1,-1,5307,5304,5299,5296,5290,-1,-1,5277,-1,5274,5269,-1,5267,5265,5262,5257,5258,-1,5255,-1,-1,5250,5250,5247,5243,5237,-1,5233
trivia crack,5603597,-1,5600765,5599534,-1,-1,-1,5592906,5591195,5589856,5587889,5586415,-1,-1,5581082,5579229,5577392,5575688,5573494,-1,-1,5568683,5566875,5564989,5563135,5561213,-1,-1,5554908,-1,5551628,5549736,-1,-1,-1,-1,5540194,5538380,-1,5535204,-1,-1,5528082,5526306,5524486,5522708,5520698,-1,5518033
desjardins mobile services,7253,-1,7250,7249,-1,-1,-1,7239,7235,7233,7230,7228,-1,-1,7224,7217,7214,7214,7213,-1,-1,7205,7199,7194,7190,7185,-1,-1,7180,-1,7178,7178,-1,7174,7173,7172,7168,7165,-1,7155,-1,-1,7152,7150,7149,7146,7144,-1,7143
stick war,-1,-1,-1,-1,-1,-1,-1,186357,185638,185195,184194,183574,-1,-1,180525,178991,177403,176255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162667,161375,160354,159127,157988,-1,155999,-1,-1,152158,151210,150378,149580,148681,-1,147309
hungry shark evolution,4228349,-1,4223868,4221462,-1,-1,-1,4210368,4206923,4205389,4202041,4199146,-1,-1,4189344,4185762,4182283,4179627,4175348,-1,-1,4164306,4161725,4158101,4153999,4150683,-1,-1,4141247,-1,4135517,4132022,-1,4126867,4122392,4119468,4115238,4112212,-1,4107404,-1,-1,4096363,4094413,4091590,4088682,4085950,-1,4081956
yahtzee with buddies,171987,-1,171835,171785,-1,-1,-1,171451,171358,171276,171106,171031,-1,-1,170576,170306,170129,169951,169744,-1,-1,169083,168866,168556,168263,167842,-1,-1,167114,-1,166752,166580,-1,166364,166089,165965,165693,165526,-1,165262,-1,-1,164870,164753,164632,164496,164384,-1,164198
fruit ninja free,4334911,-1,4333626,4333127,-1,-1,-1,4329380,4328473,4327766,4326714,4325898,-1,-1,4321931,4319874,4316781,4314067,4310189,-1,-1,4299508,4296083,4294575,4293411,4292322,-1,-1,4288755,-1,4287004,4286028,-1,4284244,4282515,4280922,4279179,4278134,-1,4276387,-1,-1,4272517,4271753,4270838,4270170,4269091,-1,4267769
